Name,Address,BusinessDays,BusinessHours,ToursandTasting,Area,Link,lon,lat
DAKOTA SHY WINERY,771 SAGE CANYON RD,By Appointment,By Appointment,Appointment,Zinfandel,http://www.dakotashywine.com/,-122.401,38.4867
CONN CREEK WINERY,8711 SILVERADO TRL,No Business Days,No Business Hours,No Tours or Tastings,Zinfandel,https://www.conncreek.com/,-122.405,38.48617
ROUND POND WINERY,875 RUTHERFORD RD,Wed - Sun,10 AM - 5 PM,Appointment,Rutherford,https://www.roundpond.com/,-122.403,38.46395
PEJU PROVINCE WINERY,8466 ST HELENA HWY,Thurs - Mon,11 AM - 5 PM,Appointment,Rutherford,https://peju.com/,-122.416,38.45608
FOLEY JOHNSON WINERY,8360 ST HELENA HWY,Sun - Sat,10 AM - 5 PM,Appointment,Rutherford,https://www.foleyjohnsonwines.com/,-122.413,38.4503
SEQUOIA GROVE VINEYARDS,8338 ST HELENA HWY,Wed - Mon,10 AM - 5 PM,Appointment,Rutherford,https://www.sequoiagrove.com/,-122.412,38.44983
ST SUPERY VINEYARDS AND WINERY,8440 S ST HELENA HWY,Sun - Sat,10 AM - 5 PM,Appointment,Rutherford,http://www.stsupery.com/,-122.415,38.45508
ZD WINES,8383 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Rutherford,https://www.zdwines.com/,-122.389,38.47656
MUMM NAPA VALLEY,8445 SILVERADO TRL,Sun - Sat,10 AM - 6 PM,Appointment,Rutherford,https://www.mummnapa.com/,-122.394,38.47834
CAYMUS VINEYARDS,8700 CONN CREEK RD,Sun - Sat,9:30 AM - 4:30 PM,Tasting Appointment,Rutherford,http://www.caymus.com/,-122.398,38.47003
WILLIAM HARRISON,1443 SILVERADO TRL,Tues - Sun,11 AM - 5 PM,Tasting Appointment,Zinfandel,https://www.whwines.com/visit/,-122.423,38.49431
WHEELER FARMS WINERY,588 ZINFANDEL LN,Sun - Sat,10 AM - 4 PM,Appointment,Zinfandel,http://www.wheelerfarmswine.com/,-122.437,38.48731
V. SATTUI WINERY,1111 WHITE LN,Sun - Sat,"9:30 Am - 5:30 PM, 10 AM - 5PM",Appointment,Zinfandel,http://www.vsattui.com/,-122.448,38.48901
RAYMOND VINEYARD AND CELLAR,849 ZINFANDEL LN,Thurs - Mon,10 AM - 4 PM,Appointment,Zinfandel,http://www.raymondvineyards.com/,-122.435,38.48238
ROUND HILL CELLARS (RUTHERFORD RANCH),1680 SILVERADO TRL,Sun - Sat,10 AM - 4:30 PM,Appointment,Zinfandel,http://www.rutherfordranch.com/,-122.407,38.48853
RUTHERFORD HILL WINERY,200 RUTHERFORD HILL RD,Sun - Sat,10 AM - 5 PM,Appointment,Zinfandel,http://www.rutherfordhill.com/,-122.404,38.49367
SLOAN WINERY,88 AUBERGE RD,Mon - Fri,9 AM - 4 PM,Appointment,Zinfandel,https://www.sloanestate.com/,-122.399,38.49377
TURNBULL WINE CELLARS,8210 ST HELENA HWY,Sun - Sat,10 AM - 4 PM,Public,Oakville,http://www.turnbullwines.com/,-122.408,38.44444
CAKEBREAD CELLARS,8300 ST HELENA HWY,Sun - Sat,10 AM - 4 PM,Appointment,Rutherford,http://www.cakebread.com/,-122.411,38.4481
OPUS ONE WINERY,7900 ST HELENA HWY,Sun - Sat,10 AM - 4 PM,Appointment,Oakville,http://www.opusonewinery.com/,-122.4,38.44149
VILLA RAGAZZI,7878 MONEY RD,Sun - Sat,10 AM - 5 PM,Appointment,Oakville,http://www.villaragazzi.wine/,-122.386,38.45246
SADDLEBACK CELLARS,7802 MONEY RD,Sun - Sat,10 AM - 4 PM,Appointment,Oakville,http://www.saddlebackcellars.com/,-122.388,38.4494
PLUMP JACK WINERY,620 OAKVILLE CROSS RD,Sun - Sat,10 AM - 4 PM,Public,Oakville,http://www.plumpjackwinery.com/,-122.374,38.45544
MINER FAMILY WINERY,7850 SILVERADO TRL,Thurs - Mon,10 AM - 5 PM,Appointment,Oakville,http://minerwines.com/,-122.371,38.46279
GROTH WINERY AND OAKCROSS VINEYARDS,750 OAKVILLE CROSS RD,Wed - Mon,10 AM - 4 PM,Appointment,Oakville,https://grothwines.com/,-122.38,38.44921
RUDD ESTATE WINERY,500 OAKVILLE CROSS RD,Sun - Sat,9 AM - 5 PM,Appointment,Oakville,http://www.ruddwines.com/,-122.367,38.45756
DALLA VALLE VINEYARDS,7776 SILVERADO TRL,Mon - Fri,8:30 AM - 4:30 PM,No Tours or Tastings,Oakville,https://www.dallavallevineyards.com/,-122.359,38.45642
TENCH WINERY,7631 SILVERADO TRL,Mon - Fri,8 AM - 3:30 PM,Appointment,Oakville,http://tenchvineyards.com/,-122.364,38.4519
B CELLARS,703 OAKVILLE CROSS RD,"Mon - Fri, Sun","10 AM - 1 PM, 10 AM - 3 PM",Appointment,Oakville,https://www.bcellars.com/,-122.373,38.44999
CARDINALE WINERY,7600 ST HELENA HWY,Sun - Sat,11 AM - 5 PM,Appointment,Oakville,http://www.cardinale.com/,-122.389,38.42962
SILVER OAK WINE CELLARS,915 OAKVILLE CROSS RD,Sun - Sat,10 AM - 5 PM,Appointment,Oakville,http://www.silveroak.com/visit-us/,-122.381,38.44048
NAPA WINE CO,1187 OAKVILLE CROSS RD,Mon - Fri,8 AM - 4:30 PM,Appointment,Oakville,https://www.napawineco.com/,-122.402,38.43633
GAMBLE ESTATES,7554 ST HELENA HWY,Mon - Sat,10 AM - 4 PM,Appointment,Oakville,http://www.gambleestates.com/,-122.387,38.42913
PARADUXX VINEYARDS,7257 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Oakville,https://www.paraduxx.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,-122.353,38.43659
GOOSECROSS CELLARS,1119 STATE LN,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,http://goosecross.com/,-122.353,38.42701
KAPCSANDY WINERY,1001 STATE LN,Mon - Sat,10 AM - 4 PM,Appointment,Yountville,http://www.kapcsandywines.com/,-122.349,38.42248
CLIFF LEDE VINEYARDS,1473 YOUNTVILLE CROSS RD,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,http://www.cliffledevineyards.com/,-122.345,38.42402
BALDACCI FAMILY VINEYARDS,6236 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,https://www.baldaccivineyards.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,-122.338,38.42092
LEWIS CELLARS,6320 SILVERADO TRL,Sun - Sat,10 AM - 4:30 PM,Appointment,Yountville,http://www.lewiscellars.com/,-122.337,38.42541
NEYERS VINEYARDS WINERY,2153 SAGE CANYON RD,Fri - Sat,10 AM - 4 PM,Appointment,Rutherford,http://www.neyersvineyards.com/,-122.328,38.48936
COLGIN PARTNERS WINERY,220 LONG RANCH RD,By Appointment,By Appointment,Appointment,Rutherford,https://www.colgincellars.com/,-122.348,38.4718
REALM HOUYI ESTATE,200 LONG RANCH RD,By Appointment,By Appointment,Appointment,Rutherford,https://www.realmcellars.com/,-122.35,38.46782
DAVID ARTHUR VINEYARDS,210 LONG RANCH RD,Sun - Sat,10 AM - 4 PM,Appointment,Rutherford,http://www.davidarthur.com/,-122.349,38.46776
GANDONA ESTATE,1533 SAGE CANYON RD,Tues - Sat   ,10 AM - 5 PM,Appointment,Rutherford,https://gandona.com/,-122.346,38.47706
BRAND NAPA VALLEY,90 LONG RANCH RD,By Appointment,By Appointment,Appointment,Rutherford,http://www.brandnapavalley.com/,-122.358,38.47082
CHAPPELLET WINERY,1579 SAGE CANYON RD,Tues - Sat   ,10 AM - 4 PM,Appointment,Rutherford,https://www.chappellet.com/,-122.335,38.48179
CONTINUUM WINERY,1683 SAGE CANYON RD,By Appointment,By Appointment,Appointment,Oakville,https://www.continuumestate.com/,-122.328,38.46696
VINE CLIFF WINERY,7400 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Appointment,Oakville,https://www.vinecliff.com/,-122.351,38.44715
OAKVILLE RANCH,7781 SILVERADO TRL,By Appointment,By Appointment,Appointment,Oakville,https://www.oakvilleranch.com/,-122.352,38.45526
OVID VINEYARDS,275 LONG RANCH RD,By Appointment,By Appointment,Tasting Appointment,Oakville,http://www.ovidnapavalley.com/,-122.344,38.46205
RELIC WINERY,2400 SODA CANYON RD,Sun - Sat,9 AM - 6 PM,Tasting Appointment,Yountville,https://www.relicwinecellars.com/,-122.292,38.41155
MALK FAMILY VINEYARDS,5850 SILVERADO TRL,By Appointment,By Appointment,Tasting Appointment,Yountville,https://www.malkfamilyvineyards.com/,-122.318,38.40607
ODETTE WINERY,5998 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,https://www.odetteestate.com/,-122.328,38.40641
ROBINSON FAMILY VINEYARDS,5880 SILVERADO TRL,Tues - Sat   ,10 AM - 3 PM,Appointment,Yountville,https://robinsonfamilyvineyards.com/,-122.321,38.41133
BRYANT FAMILY WINERY,1567 SAGE CANYON RD,By Appointment,By Appointment,Tasting Appointment,Rutherford,https://bryant.estate/,-122.339,38.48466
QUIXOTE WINERY,6126 SILVERADO TRL,Sun - Sat,10 AM - 3 PM,Appointment,Yountville,http://www.quixotewinery.com/,-122.323,38.41788
SHAFER VINEYARDS,6154 SILVERADO TRL,Mon - Sat,10 AM - 4 PM,Appointment,Yountville,http://www.shafervineyards.com/,-122.327,38.42042
STAGS LEAP WINE WINERY (DOUMANI 1),6150 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,http://www.stagsleap.com/,-122.321,38.41555
ELAN VINEYARDS,4500 ATLAS PEAK RD,No Business Days,No Business Hours,No Tours or Tastings,Yountville,http://www.elanvineyards.com/,-122.248,38.44614
KONGSGAARD WINERY,4375 ATLAS PEAK RD,No Business Days,No Business Hours,No Tours or Tastings,Yountville,https://kongsgaardwine.com/,-122.247,38.43696
PAHLMEYER WINERY,4541 MONTICELLO RD,Thurs - Sun,10 AM - 5 PM,No Tours or Tastings,Napa,http://www.pahlmeyer.com/,-122.211,38.39481
ALTAMURA WINERY,1700 WOODEN VALLEY RD,Mon - Fri,9 AM - 3 PM,Tasting Appointment,Napa,http://www.altamura.com/,-122.18,38.35945
KENZO WINERY,3200 MONTICELLO RD,Sun - Sat,10 AM - 4:30 PM,Appointment,Napa,https://www.kenzoestate.com/,-122.201,38.3402
EAGLE EYE WINERY,6595 GORDON VALLEY RD,No Business Days,No Business Hours,No Tours or Tastings,Napa,https://www.eagleeyewine.com/,-122.125,38.34092
SHED CREEK WINERY,80 GRAPEVINE LN,Sat - Sun,12 AM - 5 PM,Tasting Appointment,Napa,http://shedcreekcellars.com/,-122.099,38.32932
NAPA HARVEST WINERY,3807 MONTICELLO RD,By Appointment,By Appointment,Tasting Appointment,Napa,https://www.mountgeorgewinery.com/,-122.204,38.37737
JARVIS VINEYARDS,2970 MONTICELLO RD,By Appointment,By Appointment,Tasting Appointment,Napa,http://www.jarviswines.com/,-122.212,38.3575
WING CANYON VINEYARD,3100 MT VEEDER RD,By Appointment,By Appointment,Tasting Appointment,Yountville,http://wingcanyonvineyard.com/,-122.417,38.38057
BLANKIET WINERY,2360 CALIFORNIA DR,Mon - Sat,9:30 AM - 3:30 PM,Tasting Appointment,Yountville,http://www.blankiet.com/,-122.384,38.40071
MAYACAMAS VINEYARDS,1155 LOKOYA RD,Sun - Sat,9:30 AM - 4:30 PM ,Appointment,Yountville,https://www.mayacamas.com/,-122.423,38.36521
SKY VINEYARDS,1500 LOKOYA RD,No Business Days,No Business Hours,No Tours or Tastings,Yountville,http://www.skyvineyards.com/,-122.448,38.36495
KEEVER WINERY,26 VINEYARD VIEW DR,Mon - Sat,11 AM - 2:30 PM,Appointment,Yountville,http://www.keevervineyards.com/,-122.366,38.38451
ELYSE WINERY,2100 HOFFMAN LN,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Yountville,http://www.hqwinery.com/,-122.355,38.38361
HILL FAMILY ESTATE,6155 SOLANO AVE,Sun - Sat,10:30 AM - 3:30 PM,Appointment,Yountville,https://hillfamilyestate.com/,-122.352,38.38694
JOEL GOTT WINES,2055 HOFFMAN LN,Mon - Fri,7 AM - 3 PM,No Tours or Tastings,Yountville,https://www.gottwines.com/,-122.353,38.38291
DARMS LANE WINERY,1150 DARMS LN,No Business Days,No Business Hours,No Tours or Tastings,Napa,http://www.darmslanewine.com/,-122.35,38.36352
SHIFFLETT RANCH AND VINEYARD,1210 DARMS LN,By Appointment,By Appointment,Appointment,Napa,https://shifflettranch.com/,-122.348,38.36091
ARROW AND BRANCH WINERY,5215 SOLANO AVE,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,https://www.arrowandbranch.com/,-122.341,38.36251
Ideology Cellars Estate,5225 SOLANO AVE,Sun - Sat,10 AM - 4 PM,Appointment,Napa,https://www.ideologycellars.com/,-122.339,38.36379
MT. BRAVE VINEYARD,3875 MT VEEDER RD,Sun - Sat,10 AM - 4 PM,Appointment,Oakville,https://www.mtbravewines.com/,-122.459,38.3934
PROGENY WINERY,1022 MT VEEDER RD,Sun - Sat,9 AM - 5 PM,Tasting Appointment,Napa,https://www.progenywinery.com/,-122.363,38.33756
LAIRD FAMILY ESTATES,5055 SOLANO AVE,Sun - Sat,10 AM - 5 PM,Appointment,Napa,http://www.lairdfamilyestate.com/,-122.335,38.35394
OBRIEN FAMILY VINEYARD,1200 ORCHARD AVE,Wed - Sun,10 AM - 4 PM,Appointment,Napa,http://www.obrienestate.com/,-122.34,38.34605
HENDRY RANCH WINERY,3104 REDWOOD RD,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://www.hendrywines.com/,-122.344,38.32125
OLNEY FAMILY WINERY,2253 DRY CREEK RD,Sun - Sat,10:30 AM - 4:30 PM,Appointment,Napa,http://www.ofv.com/,-122.344,38.33018
MATTHIASSON FAMILY WINERY,3175 DRY CREEK RD,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://matthiasson.com/,-122.351,38.33861
FRISINGER VINEYARDS,2275 DRY CREEK RD,By Appointment,By Appointment,Tasting Appointment,Napa,https://frisingerfamilywine.com/,-122.345,38.33085
ANTHEM WINERY AND VINEYARDS,3454 REDWOOD RD,No Business Days,No Business hours,No Tours or Tastings,Napa,https://www.anthemwinery.com/,-122.353,38.33366
THE OASIS BY HOOPES,6204 WASHINGTON ST,Tues - Sun,"10 AM - 3:30 PM, 10 AM - 4 PM",Tasting Appointment,Yountville,https://hoopesvineyard.com/,-122.347,38.39099
BELL WINE CELLARS,6200 WASHINGTON ST,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,http://www.bellwine.com/,-122.345,38.39052
MATERRA WINERY,4324 BIG RANCH RD,Sun - Sat,10 AM - 4:30 PM,Appointment,Napa,http://www.materrawines.com/,-122.31,38.36228
MONTICELLO CELLARS (CORLEY FAMILY),4242 BIG RANCH RD,Sun - Sat,10 AM - 4:30 PM,Tasting Appointment,Napa,http://www.monticellonapa.com/,-122.306,38.36159
FORTUNATI WINERY,986 SALVADOR AVE,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://www.fortunativineyards.com/,-122.308,38.34776
ASHES AND DIAMONDS,4106 HOWARD LN,Sun - Sat,11 AM - 6:30 PM,Appointment,Napa,http://ashesdiamonds.com/,-122.324,38.34541
BOYD FAMILY VINEYARDS,4042 BIG RANCH RD,Sun - Sat,10 AM - 4 PM,No Tours or Tastings,Napa,http://www.boydwine.com/,-122.298,38.35184
ROBERT BIALI VINEYARDS,4036 BIG RANCH RD,Sun - Sat,10 AM - 4 PM,Tasting Appointment,Napa,https://www.biale.com/,-122.302,38.35017
CELANI FAMILY VINEYARDS,2230 BIG RANCH RD,By Appointment,By Appointment,Tasting Appointment,Napa,http://www.celaniwines.com/,-122.291,38.33559
ELEVEN ELEVEN WINES,620 TRANCAS ST,Sun - Sat,10 AM - 4 PM,Appointment,Napa,http://www.elevenelevenwines.com/,-122.288,38.32601
REGUSCI WINERY,5584 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,https://www.regusciwinery.com/,-122.314,38.39784
STAGS LEAP WINE CELLARS,5766 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,https://www.stagsleapwinecellars.com/,-122.325,38.39943
REALM CELLARS,5765 SILVERADO TRL,By Appointment,By Appointment,Appointment,Yountville,http://www.realmcellars.com/,-122.331,38.40029
TAYLOR FAMILY VINEYARDS,5991 SILVERADO TRL,By Appointment,By Appointment,Private,Yountville,http://www.taylorfamilyvineyards.com/,-122.337,38.40958
SILVERADO VINEYARDS,6121 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Appointment,Yountville,https://www.silveradovineyards.com/,-122.337,38.41226
PINE RIDGE WINERY,5901 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Appointment,Yountville,https://www.pineridgevineyards.com/,-122.332,38.40568
CHIMNEY ROCK VINEYARDS,5350 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Appointment,Yountville,http://www.chimneyrock.com/,-122.313,38.38999
HAGAFEN CELLARS,4160 SILVERADO TRL,Sun - Sat,"10 AM - 3:30 PM, 10 AM - 4 PM",Tasting Appointment,Napa,http://www.hagafen.com/,-122.289,38.3648
MADOROM WINERY,2340 SILVERADO TRL,No Business Days,No Business hours,No Tours or Tastings,Napa,https://madorom.com/,-122.28,38.33999
JUDD'S HILL WINERY,2290 SILVERADO TRL,Sat - Sun,10 AM - 4 PM,Appointment,Napa,http://www.juddshill.com/,-122.28,38.33933
PAHLMEYER WINERY,1761 ATLAS PEAK RD,Thurs - Sun,10 AM - 5 PM,Tasting Appointment,Napa,http://www.pahlmeyer.com/,-122.27,38.35552
LUNA VINEYARDS,2921 SILVERADO TRL,Wed - Mon,10 AM - 3 PM,Appointment,Napa,http://www.burgesscellars.com/,-122.284,38.34508
KRUPP BROTHERS WINERY,1094 HARDMAN AVE,Sun - Sat,10 AM - 5 PM,Appointment,Napa,http://www.kruppbrothers.com/,-122.28,38.34836
ALTA NAPA VALLEY,2125 SILVERADO TRL,By Appointment,By Appointment,Tasting Appointment,Napa,https://altawinery.com/,-122.279,38.33017
BEAUCANON ESTATE,1006 MONTICELLO RD,Sun - Sat,12 PM - 4:30 PM,Appointment,Napa,http://www.beaucanonestate.com/,-122.273,38.32852
HDV,588 TRANCAS ST,Mon - Sat,10 PM - 4:30 PM,Tasting Appointment,Napa,https://www.hdvwines.com/,-122.283,38.32605
DEL DOTTO WINERY,1055 ATLAS PEAK RD,Fri - Sat,11 AM - 5 PM,Appointment,Napa,http://deldottovineyards.com/,-122.262,38.33858
SEVEN APART,4057 SILVERADO TRL,Sun - Sat,9 AM - 5 PM,Appointment,Napa,https://sevenapart.com/,-122.29,38.35706
BLACK STALLION,4089 SILVERADO TRL,Thurs - Mon,10 AM - 5 PM,Tasting Appointment,Napa,http://www.blackstallionwinery.com/,-122.291,38.35964
SAM JASPER WINERY,4059 SILVERADO TRL,No Business Days,No Business hours,No Tours or Tastings,Napa,https://www.samjasperwine.com/,-122.291,38.35825
SIGNORELLO WINERY,4500 SILVERADO TRL,Sun - Sat,10 AM - 4 PM,Appointment,Napa,http://www.signorelloestate.com/,-122.296,38.37084
DARIOUSH WINERY,4240 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Appointment,Napa,https://www.darioush.com/,-122.295,38.36747
JAMES COLE WINERY,5014 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://www.jamescolewinery.com/,-122.299,38.37067
RAZI WINERY,3106 SILVERADO TRL,Mon - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://raziwinery.com/,-122.283,38.34889
BREAD & BUTTER WINES,3105 SILVERADO TRL,Wed - Mon,10 AM - 4 PM,Tasting Appointment,Napa,https://www.breadandbutterwines.com/,-122.285,38.34842
ELLMAN FAMILY WINERY,1022 SOADA CANYON RD,By Appointment,By Appointment,Tasting Appointment,Napa,http://ellmanwine.com/,-122.286,38.35664
REYNOLDS WINERY,3266 SILVERADO TRL,Sun - Sat,10 AM - 5 PM,Appointment,Napa,http://www.reynoldsfamilywinery.com/,-122.286,38.35527
V-12 WINERY,2001 SODA CANYON RD,Mon - Fri,8 AM -4 PM,Tasting Appointment,Yountville,https://www.v12vineyards.com/,-122.291,38.39096
WHITE ROCK VINEYARDS,1112 LOMA VISTA DR,Sun - Sat,10 AM - 5 PM,Appointment,Napa,http://www.whiterockvineyards.com/,-122.287,38.37785
REID FAMILY VINEYARDS,1020 BORRETTE LN,Tues - Sun,10 AM - 4 PM,Tasting Appointment,Napa,http://www.reidfamilyvineyards.com/,-122.348,38.3137
TULOCAY WINERY,1426 COOMBSVILLE RD,Sun - Sat,11 AM - 4:30 PM,Tasting Appointment,Napa,http://www.tulocay.com/,-122.258,38.29804
FAVIA ERICKSON WINEGROWERS,2031 COOMBSVILLE RD,Thurs - Mon,8:30 AM - 4:30 PM,Tasting Appointment,Napa,http://www.faviawine.com/,-122.25,38.29352
PORTER VINEYARDS,1187 GREEN VALLEY RD,By Appointment,By Appointment,Tasting Appointment,Napa,http://www.porterfamilyvineyards.com/,-122.223,38.28263
CALDWELL WINERY,270 KREUZER LN,Sun - Sat,10 AM - 4 PM,Tasting Appointment,Napa,http://www.caldwellvineyard.com/,-122.228,38.28206
FALCOR WINERY,2511 NAPA VALLEY CORPORATE DR,Tues - Sat,10 AM - 4 PM,Tasting Appointment,Napa,http://www.falcorwines.com/,-122.276,38.25589
SPELLETICH FAMILY WINE CO.,2545 NAPA VALLEY CORPORATE DR,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://www.spellwine.com/,-122.275,38.25389
TRUCHARD VINEYARDS,3234 OLD SONOMA RD,Mon - Fri,10 AM - 3:30 PM,Appointment,Napa,http://www.truchardvineyards.com/,-122.323,38.28566
DOMAINE CARNEROS,1240 DUHIG RD,Sun - Sat,10 AM - 5 PM,Appointment,Napa,http://domainecarneros.com/,-122.351,38.25548
ARTESA WINERY,1345 HENRY RD,Sun - Sat,10:30 AM - 5 PM,Tasting Appointment,Napa,https://www.artesawinery.com/,-122.357,38.26916
CARNEROS WINE COMPANY,1134 DEALY LN,Mon - Fri,9 AM - 5 PM,No Tours or Tastings,Napa,http://carneroswinecompany.com/,-122.342,38.26291
MADONNA ESTATE - MONT ST JOHN CELLARS,5400 OLD SONOMA RD,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://www.madonnaestate.com/,-122.341,38.2558
ROBERT MONDAVI CARNEROS WINERY,1319 DUHIG RD,By Appointment,By Appointment,Tasting Appointment,Napa,https://robertmondaviwinery.com/,-122.359,38.24555
BRANDLIN / CUVAISON CARNEROS,1221 DUHIG RD,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,https://www.cuvaison.com/,-122.348,38.25071
SAINTSBURY,1500 LOS CARNEROS AVE,Sun - Sat,10 AM - 3:30 PM,Tasting Appointment,Napa,https://www.saintsbury.com/,-122.325,38.24996
HYDE WINERY ESTATE,1044 LOS CARNEROS AVE,Sun - Sat,10 AM - 4 PM,Appointment,Napa,https://www.hydewines.com/,-122.331,38.25344
ETUDE WINERY,1250 CUTTINGS WHARF RD,Sun - Sat,10 AM - 4 PM,Appointment,Napa,http://www.etudewines.com/visit,-122.314,38.24612
CEJA VINEYARDS,1016 LAS AMIGAS RD,By Appointment,By Appointment,Tasting Appointment,Napa,https://www.cejavineyards.com/,-122.314,38.23544
MCKENZIE MUELLER WINERY,2530 LAS AMIGAS RD,Mon - Sat,10 AM - 4:30 PM,Appointment,Napa,http://www.mckenziemueller.com/,-122.332,38.23234
SLEEPING GIANT,2258 LAS AMIGAS RD,Sun - Sat,10 AM - 4 PM,Appointment,Napa,https://sleepinggiant.wine/,-122.329,38.23174
BOUCHAINE VINEYARDS,1075 BUCHLI STATION RD,Sun - Sat,10 AM - 4:30 PM,Appointment,Napa,http://www.bouchaine.com/,-122.331,38.22647
RuVANGO WINERY,1285 DEALY LN,Sun - Sat,10:30 AM - 5 PM,Appointment,Napa,https://www.ruvango.com/,-122.348,38.26885
PALMAZ WINERY,4029 HAGEN RD,By Appointment,By Appointment,Tasting Appointment,Napa,http://www.palmazvineyards.com/,-122.225,38.32342
RENTERIA WINERY,1727 PARTRICK RD,Mon - Fri,10 AM - 4 PM,Tasting Appointment,Napa,http://www.fontanellawinery.com/,-122.375,38.31099
FONTANELLA WINERY,1721 PARTRICK RD,Sun - Sat,10 AM - 5 PM,Appointment,Napa,http://www.fontanellawinery.com/,-122.373,38.3126
HESS PERSSON ESTATES,4411 REDWOOD RD,Thurs - Sun,10 AM - 4:30 PM,Appointment,Napa,https://www.hessperssonestates.com/,-122.39,38.33822
GRIEVE FAMILY WINERY,965 Silverado Trail ,Sun - Sat,"9 AM - 5 PM, 10 AM - 2 PM",Tasting Appointment,Napa,https://grievewinery.com/,-122.396,38.29273
FARELLA PARK VINEYARDS,2222 THIRD AVE,By Appointment,By Appointment,Tasting Appointment,Napa,http://www.farella.com/,-122.225,38.31121
SODARO WINERY,24 BLUE OAK LN,No Business Days,No Business hours,No Tours or Tastings,Napa,http://bydandwines.com/,-122.233,38.3154
SHADYBROOK WINERY,100 RAPP LN,Sun - Sat,10 AM - 5 PM,Tasting Appointment,Napa,http://www.shadybrookestate.com/,-122.249,38.30839
COVERT ESTATE,15 CHATEAU LN,No Business Days,No Business hours,No Tours or Tastings,Napa,http://www.covertestate.com/,-122.248,38.30695
THE CAVE AT SHADYBROOK ESTATE WINERY,70 RAPP LN,By Appointment,By Appointment,Tasting Appointment,Napa,http://www.shadybrookestate.com/,-122.249,38.31452
SUNRISE RANCH WINERY,1 KIRKLAND RANCH RD,By Appointment,By Appointment,Appointment,American Canyon,https://sunriseranchwinery.com/,-122.229,38.22035
BIN TO BOTTLE,110 CAMINO ORUGA,Sun - Sat,8 AM - 6:30 PM,No Tours or Tastings,American Canyon,http://www.bintobottle.com/,-122.256,38.22917
RANG DONG WINERY,3 EXECUTIVE WAY,Thurs - Mon,"10 AM - 5 PM, 10 AM - 7 PM",Tasting Appointment,American Canyon,http://www.rdwinery.com/,-122.257,38.22484
GREENWOOD MANOR,499 DEVLIN RD,Mon - Fri,9 AM - 5 PM,No Tours or Tastings,American Canyon,https://www.thegreenwoodmanor.com/,-122.263,38.22314
BARREL TEN QUARTER CIRCLE,33 HARLOW CT,Mon - Sat,6 AM - 11 PM,No Tours or Tastings,American Canyon,http://broncowine.com/,-122.271,38.2206
LEAF AND VINE,190 CAMINO ORUGA ##21-#24,Sun - Sat,10 AM - 5 PM,Appointment,American Canyon,https://leafandvine.com/,-122.253,38.228
BLACK CAT VINEYARD,1352 4th Ave,By Appointment,By Appointment,Tasting Appointment,American Canyon,http://www.blackcatvineyard.com/,-122.253,38.22767
SAWYER CELLARS,759 TECHNOLOGY WAY,Mon - Fri,10 AM - 4 PM,Appointment,American Canyon,http://www.sawyercellars.com/,-122.267,38.22539
HESS COLLECTION WAREHOUSE,1166 COMMERCE BLVD,Mon - Thurs,7 AM - 3 PM,Appointment,American Canyon,https://www.yelp.com/biz/the-hess-collection-winery-american-canyon,-122.27,38.18984
THEOREM WINERY,255 PETRIFIED FOREST RD,Sun - Sat,10 AM - 4PM,Appointment,Calistoga,https://www.theoremvineyards.com/,-122.617,38.57612
NAPA CUSTOM CRUSH / CAVES AT SODA CYN,2275 SODA CANYON RD,Sun - Sat,10 AM - 4 PM,Appointment,Yountville,https://thecavesatsodacanyon.com/visit-us/,-122.303,38.40204
TREFETHEN VINEYARDS,1160 OAK KNOLL AVE,Sun - Sat,10 AM - 4:30PM,Public,Napa,https://www.trefethen.com/,-122.332,38.36032
